,Reigion Name,Country,Urbanisation,iso_3166_2_code,Reigion Area (ha),"COVID-19 Death Rate April-May (per 100,000)",Gross Income Per Head (2018 pounds),Mobility Retail & Recreation Average Post Lockdown (% from baseline),Mobility Retail & Recreation Rate of Change Post Lockdown (% from baseline per day),Mobility Parks Average Post lockdown (% from baseline),Mobility Park Rate of Change Post lockdown  (% from baseline per day),Mobility Grocery & Pharmacy Average Post Lockdown (% from baseline),Mobility Grocery & Pharmacy Rate of Change Post Lockdown (% from baseline per day),Mobility Transit Stations Average Post lockdown (% from baseline),Mobility Transit Station Rate of Change Post lockdown  (% from baseline per day),Mobility Workplaces Average Post lockdown (% from baseline),Mobility Workplaces Rate of Change Post lockdown  (% from baseline per day),Mobility Residential Average Post Lockdown (% from Baseline),Mobility Residential Rate of Change Post Lockdown (% from Baseline),Greenspace Number,Greenspace Area (ha),Greenspace Average Area (ha),Greenspace Fraction,Greenspace (non-sport) Number,Greenspace (non-sport) Area (ha),Greenspace (non-sport) Average Area (ha),Greenspace (non-sport) Fraction,Greenspace (sport) Number,Greenspace (sport) Area (ha),Greenspace (sport) Average Area (ha),Greenspace (sport) Fraction,Alloments Number,Alloments Area (ha),Alloments Average Area (ha),Alloments Fraction,Bowling Number,Bowling Area (ha),Bowling Average Area (ha),Bowling Fraction,Cemetery Number,Cemetery Area (ha),Cemetery Average Area (ha),Cemetery Fraction,Golf Course Number,Golf Course Area (ha),Golf Course Average Aera,Golf Course Fraction,Other Sport Number,Other Sport Area (ha),Other Sport Average Area (ha),Other Sport Fraction,Religious Grounds Number,Religious Grounds Area (ha),Religious Grounds Average Area (ha),Religious Grounds Fraction,Tennis Court Number,Tennis Court Area (ha),Tennis Court Average Area (ha),Tennis Court Fraction,Public Park or Garden Number,Public Park or Garden Area (ha),Public Park or Garden Average Area (ha),Public Park or Garden Fraction,Playing Field Number,Playing Field Area (ha),Playing Field Average Area (ha),Playing Field Fraction,Play Space Number,Play Space Area (ha),Play Space Average Aera,Play Space Fraction
0,Aberdeen City,Scotland,Urban,GB-ABE,22157.78164,,21648,-76.22580645,0.151472651,16.60674157,1.225295116,-25.03225806,0.168213422,-64.56989247,0.102279848,-60.90322581,0.198069291,24.64473684,-0.111047447,433,1571.60916,3.629582356,0.070928091,333,847.5120326,2.545081179,0.038248957,148,835.8771948,5.647818884,0.037723866,23,14.25975162,0.619989201,0.000643555,25,9.365075015,0.374603001,0.000422654,17,35.49236991,2.087786465,0.001601802,13,580.4307107,44.64851621,0.026195344,47,130.9077585,2.785271459,0.005907981,40,16.14090097,0.403522524,0.000728453,15,3.393583125,0.226238875,0.000153155,30,650.6431977,21.68810659,0.029364095,48,111.7800674,2.328751403,1,175,19.19574499,0.109689971,1
1,Aberdeenshire,Scotland,Rural,GB-ABD,0,,21648,-59.64516129,0.28745785,-6.311827957,0.598639253,-27.43010753,0.187699561,-47.70967742,0.224060756,-55.80645161,0.238220286,23.22535211,-0.093269119,1111,2848.547401,2.563949056,0.004517413,905,1022.944247,1.130325135,0.001622252,357,2097.958777,5.87663523,0.00332708,21,11.42561786,0.544077041,1.81E-05,60,16.67519266,0.277919878,2.64E-05,142,111.5880604,0.785831411,0.000176964,48,1485.206704,30.94180632,0.002355338,60,319.5723212,5.326205354,0.000506799,139,51.56162446,0.370946939,8.18E-05,38,4.148936305,0.109182534,6.58E-06,47,522.8679158,11.12484927,0.000829198,151,272.3556233,1.803679625,1,405,53.14540527,0.131223223,1
2,Angus Council,Scotland,Rural,GB-ANS,0,,18103,-62.86021505,0.334904957,4.27027027,0.72548268,-20.20430108,0.261481305,-39.77419355,0.282578855,-53.66666667,0.247620184,18.8372093,-0.049661037,401,1564.979422,3.902691825,0.007416365,314,724.1687603,2.306269937,0.003431802,139,950.3906184,6.837342578,0.004503857,9,5.231349555,0.581261062,2.48E-05,25,6.985136255,0.27940545,3.31E-05,39,55.11870911,1.413300234,0.000261205,16,773.2778882,48.32986801,0.003664528,34,58.87255308,1.731545679,0.000278994,58,19.39572236,0.334409006,9.19E-05,12,1.675084115,0.139590343,7.94E-06,39,519.2155688,13.31321971,0.002460539,52,109.5799568,2.107306861,1,117,15.62745372,0.133567981,1
3,Argyll and Bute Council,Scotland,Rural,GB-AGB,0,,18760,-64.91025641,0.319168832,-20.94565217,0.522410013,-28.74193548,0.211945331,-46.41935484,0.335904628,-55.30107527,0.230327355,,,530,1775.133201,3.349307927,0.002523419,418,660.5644603,1.580297752,0.000939018,158,1172.035238,7.417944544,0.001666093,5,1.54077332,0.308154664,2.19E-06,23,7.755783387,0.337207973,1.10E-05,122,74.6450144,0.61184438,0.000106111,28,1046.160436,37.3628727,0.001487157,47,59.20477195,1.259675999,8.42E-05,83,22.89302472,0.275819575,3.25E-05,14,1.447750132,0.103410724,2.06E-06,28,494.69346,17.66762357,0.000703226,46,57.46649693,1.249271672,1,134,9.32569098,0.069594709,1
4,Bath and North East Somerset,England,Urban,GB-BAS,0,6.3,22625,-81.04301075,0.189131927,2.902173913,1.077723501,-32.43010753,0.228551819,-63.16129032,0.313538838,-64.77419355,0.255960729,25.95238095,-0.093670924,550,864.6188855,1.572034337,0.024434199,431,449.643539,1.043256471,0.012706962,222,664.9027141,2.995057271,0.018790204,51,34.85695212,0.683469649,0.00098506,17,4.761197415,0.280070436,0.000134552,28,42.63918828,1.522828153,0.001204987,8,228.1717565,28.52146956,0.006448152,57,176.9564672,3.104499425,0.005000804,83,24.34457803,0.293308169,0.00068798,37,5.085925355,0.137457442,0.000143729,30,80.61476094,2.687158698,0.00227818,103,249.9273677,2.426479298,1,136,17.26069198,0.126916853,1
5,Bedford,England,Urban,GB-BDF,0,32.1,21986,-67.49462366,0.344334696,4.057692308,0.815449042,-22.90322581,0.251395064,-56.58064516,0.278281758,-52.72043011,0.287726418,23.33783784,-0.140871823,941,2197.664346,2.335456266,0.059640681,721,1259.924735,1.747468426,0.034192104,407,1311.144272,3.221484698,0.035582111,100,307.2581935,3.072581935,0.008338438,56,13.9521133,0.24914488,0.000378635,62,116.4268492,1.877852406,0.003159617,29,791.9663866,27.30918575,0.021492552,107,127.8219081,1.194597272,0.003468858,123,40.15562767,0.326468518,0.001089752,28,3.99920324,0.142828687,0.000108531,59,406.819853,6.895251746,0.011040363,187,373.4046609,1.996816369,1,190,15.85955074,0.08347132,1
6,Blackburn with Darwen,England,Urban,GB-BBD,0,23.9,13741,-64.59139785,0.350854943,-42,-0.28,-21.83870968,0.227626749,-52.23655914,0.395407478,-48.4516129,0.321595894,20.44776119,-0.110444955,336,701.2875536,2.087165338,0.051228497,248,530.1804285,2.137824308,0.038729258,132,327.3441403,2.479879851,0.023912229,29,25.79714375,0.889556681,0.001884461,28,7.59144878,0.271123171,0.000554549,16,52.35192171,3.271995107,0.003824266,6,126.0964506,21.01607511,0.009211245,44,36.06617232,0.819685734,0.002634605,43,16.9264325,0.393637965,0.001236462,10,1.353053325,0.135305333,9.88E-05,19,273.5972583,14.3998557,0.019986062,44,156.2370152,3.550841255,1,97,5.270657025,0.05433667,1
7,Blackpool,England,Urban,GB-BPL,0,29.3,15986,-70.76344086,0.209155203,5.557377049,1.329520005,-19,0.30636209,-39.60215054,0.515576975,-50.78494624,0.278610009,18.02857143,-0.102443205,143,361.4280046,2.527468564,0.124482263,87,173.7118417,1.996687836,0.059829462,76,242.4503217,3.190135812,0.083504223,10,12.99731513,1.299731513,0.004476508,16,5.925692335,0.370355771,0.002040914,4,11.3332481,2.833312025,0.003903373,4,148.3144603,37.07861508,0.05108215,31,31.39977845,1.012896079,0.010814645,15,6.90728471,0.460485647,0.002378992,5,2.076231811,0.415246362,0.000715091,12,84.49173347,7.04097779,0.029100463,20,54.7341588,2.73670794,1,26,3.248101477,0.12492698,1
8,Blaenau Gwent,Wales,Urban,GB-BGW,0,9.2,15587,-55.51470588,0.246625986,,,-23.20430108,0.305571305,-28.0375,0.348635206,-43.62365591,0.31264361,13,0.01294964,198,435.8193937,2.201108049,0.042561943,163,294.5475871,1.807040412,0.028765397,67,198.2022108,2.958241953,0.019356347,23,10.46748178,0.455107903,0.00102225,9,2.55741219,0.28415691,0.000249756,14,44.65306519,3.189504656,0.0043608,3,111.9274161,37.30913871,0.010930786,20,26.29769505,1.314884752,0.002568222,23,6.05923893,0.263445171,0.000591743,3,0.489283215,0.163094405,4.78E-05,11,171.8474116,15.62249196,0.016782548,32,56.93040425,1.779075133,1,60,4.58998539,0.076499757,1
9,Borough of Halton,England,Urban,GB-HAL,0,27.7,,-60.39784946,0.259467041,-9.565217391,1.047568723,-23.17204301,0.263167318,-46.6344086,0.298857092,-50.44086022,0.289904807,21.15873016,-0.090136362,246,461.4536815,1.875827974,0.056770536,186,388.5101235,2.088764105,0.047796624,94,189.7790805,2.018926388,0.023347652,16,9.12913816,0.570571135,0.001123116,21,5.594570007,0.266408096,0.000688274,3,21.6107223,7.203574102,0.002658668,2,58.00579527,29.00289763,0.007136188,32,7.099049794,0.221845306,0.000873364,30,11.57542134,0.385847378,0.001424071,5,2.24414297,0.448828594,0.000276087,35,222.6230094,6.360657412,0.027388291,34,116.8355225,3.436338896,1,68,6.73630982,0.09906338,1
10,Bracknell Forest,England,Urban,GB-BRC,0,11.2,,-67.30107527,0.230745128,1.307692308,1.17130447,-23.90322581,0.143773686,-58.41935484,0.332428158,-60.5483871,0.304870043,26.40816327,-0.092667094,280,1120.261649,4.000934459,0.103862957,205,638.4076145,3.114183485,0.059188764,108,596.4359515,5.522555106,0.05529744,15,7.911065815,0.527404388,0.00073346,2,0.670680905,0.335340452,6.22E-05,8,9.593208885,1.199151111,0.000889416,10,360.7380456,36.07380456,0.033445151,41,114.1038107,2.783019772,0.010578921,19,12.36773737,0.650933546,0.001146652,22,6.341496924,0.28824986,0.00058794,33,485.112359,14.70037451,0.044976282,33,114.5819174,3.472179314,1,97,8.841326067,0.091147691,1
11,Bridgend County Borough,Wales,Urban,GB-BGE,0,14,,-69.37634409,0.21442213,-15.76190476,0.679732957,-21.4516129,0.234102235,-55.05376344,0.126973233,-51.83870968,0.306600818,21.71428571,-0.084977106,351,562.6461524,1.602980491,0.021244632,295,273.652491,0.927635563,0.010332687,117,430.7418158,3.681553981,0.016264132,50,25.73413923,0.514682785,0.000971681,15,5.366951795,0.357796786,0.000202648,18,24.29963354,1.349979641,0.000917516,5,243.5409831,48.70819661,0.009195724,22,38.23733229,1.738060559,0.001443781,33,9.98283484,0.302510147,0.000376936,14,1.84839417,0.132028155,6.98E-05,9,62.90223694,6.989137437,0.002375089,61,141.7481545,2.323740238,1,124,8.985491995,0.072463645,1
12,Brighton and Hove,England,Urban,GB-BNH,0,18.9,22437,-74.37634409,0.266196174,27.21111111,1.402582434,-30.1827957,0.22386679,-63.64516129,0.281236012,-64.74193548,0.251171257,23.72839506,-0.152226201,323,829.1559758,2.567046365,0.114279927,210,409.58754,1.950416857,0.056452146,148,519.8493636,3.5124957,0.071649182,32,57.0940428,1.784188838,0.00786909,15,5.749776175,0.383318412,0.000792473,11,69.67179542,6.333799584,0.009602642,7,304.1990204,43.45700291,0.041926782,51,103.2409098,2.024331564,0.014229366,31,8.519106285,0.27480988,0.001174161,40,6.378729455,0.159468236,0.00087916,28,165.2253286,5.900904595,0.022772481,35,100.2809278,2.865169366,1,73,8.796339047,0.120497795,1
13,Bristol City,England,Urban,GB-BST,0,12.3,19692,-76.65591398,0.181746292,45.50537634,1.350690818,-29.43010753,0.217361463,-73.82795699,0.189176688,-62.02150538,0.259467041,24.89247312,-0.122288204,670,1715.550122,2.56052257,0.151653594,507,1350.067162,2.662854363,0.119345121,215,599.4764601,2.788262605,0.052993357,110,111.7529933,1.015936303,0.009878897,25,7.262470638,0.290498826,0.000641998,19,62.19475278,3.273408041,0.005497979,5,199.5012034,39.90024068,0.017635786,94,153.4657771,1.63261465,0.013566282,82,24.60288036,0.300035126,0.00217488,39,5.25350894,0.134705357,0.000464407,88,899.4677982,10.22122498,0.07951241,52,233.9935001,4.499875001,1,156,18.0552373,0.115738701,1
14,Buckinghamshire,England,Rural,GB-BKM,0,14.6,30079,-66.09677419,0.254468682,20.55913978,1.017665841,-24.90322581,0.224284563,-58.16129032,0.337680165,-58.79569892,0.324833637,23.70967742,-0.118035869,1542,4424.820958,2.869533695,0.028959862,1207,2237.013673,1.853366755,0.014640956,591,2855.454076,4.831563581,0.018688565,177,168.6376616,0.95275515,0.001103711,36,9.952903309,0.276469536,6.51E-05,65,66.59682299,1.024566508,0.000435867,48,1928.017501,40.16703126,0.012618617,140,227.0502201,1.621787286,0.001486013,236,99.63652724,0.422188675,0.000652108,111,22.78666107,0.205285235,0.000149136,114,1193.2077,10.46673421,0.007809385,256,667.6467914,2.607995279,1,359,41.2881698,0.11500883,1
15,Caerphilly County Borough,Wales,Urban,GB-CAY,0,7.1,,-58.2688172,0.320029244,-20.73015873,0.386490075,-20.04301075,0.275924323,-44.04301075,0.292635254,-50.82795699,0.29156098,21.32857143,-0.096697927,513,1136.13191,2.214682087,0.04670527,412,853.282906,2.071075015,0.035077625,183,460.7104006,2.517543173,0.018939353,105,68.40894453,0.651513757,0.002812225,22,6.44105755,0.292775343,0.000264786,24,42.10852447,1.754521853,0.00173104,8,170.0868401,21.26085501,0.006992103,53,104.1647536,1.965372709,0.004282111,50,19.96507943,0.399301589,0.000820745,18,2.15635322,0.119797401,8.86E-05,30,537.5670268,17.91890089,0.022098854,82,177.8613961,2.169041416,1,121,7.371934606,0.060925079,1
16,Cambridgeshire,England,Rural,GB-CAM,0,18.6,23413,-73.02150538,0.202411149,12.56989247,1.025454328,-26.4516129,0.205663812,-66.52688172,0.279087464,-58.55913978,0.270403748,23.10752688,-0.102727463,2753,6008.401931,2.182492528,0.013130685,2231,3784.515044,1.696331261,0.008270631,930,3174.33107,3.413259215,0.006937143,278,329.2279457,1.184273186,0.000719491,138,32.35276651,0.234440337,7.07E-05,157,159.180563,1.013888936,0.000347871,49,1802.346956,36.78259095,0.003938826,211,373.3098046,1.76924078,0.000815827,456,200.7890306,0.440326821,0.000438802,124,15.87735919,0.128043219,3.47E-05,140,2050.345333,14.64532381,0.004480799,408,950.4441833,2.329520057,1,792,94.52798872,0.119353521,1
17,Cardiff,Wales,Urban,GB-CRF,0,30.7,17690,-75.10752688,0.169601027,-20.87096774,0.603816657,-29.4516129,0.203440661,-72.07526882,0.187132583,-62.53763441,0.231535914,23.25806452,-0.086971442,482,1328.87777,2.757007821,0.090567046,355,896.4493917,2.525209554,0.061095742,189,748.1277239,3.958347745,0.050987171,29,76.0043453,2.620839493,0.005179926,20,6.816593215,0.340829661,0.000464571,12,64.38793764,5.36566147,0.004388233,10,245.8963289,24.58963289,0.01675858,67,173.3315115,2.587037485,0.011813068,58,17.24333238,0.297298834,0.001175185,30,6.38394426,0.212798142,0.000435085,68,411.9854604,6.058609712,0.028078057,62,315.699346,5.091924936,1,126,11.12896991,0.088325158,1
18,Carmarthenshire,Wales,Rural,GB-CMN,0,15.3,,-65.72043011,0.201575602,-14.47311828,0.654740235,-18.04301075,0.264644445,-46.7311828,0.222389663,-51.12903226,0.284130584,20.17142857,-0.087010755,808,1499.766285,1.856146393,0.006298532,705,977.9631051,1.387181709,0.004107128,221,791.375065,3.580882647,0.003323519,14,9.706290725,0.69330648,4.08E-05,22,6.47632069,0.294378213,2.72E-05,131,60.29304916,0.460252284,0.000253211,11,442.0088309,40.18262099,0.001856294,36,69.86051231,1.940569786,0.000293392,222,73.78287459,0.332355291,0.000309864,34,3.457516232,0.101691654,1.45E-05,27,547.6738647,20.28421721,0.002300053,118,269.5718849,2.284507499,1,193,16.93514099,0.087746845,1
19,Central Bedfordshire,England,Urban,GB-CBF,0,26.1,22037,-61.94623656,0.305795112,30.21590909,0.901605894,-19.94623656,0.248619856,-48.80645161,0.502372355,-55.65591398,0.334755752,23.3255814,-0.142668238,836,2355.366143,2.817423616,0.029434967,679,1288.183968,1.897178155,0.016098411,286,1389.831441,4.859550494,0.017368698,70,84.48006488,1.20685807,0.001055746,26,6.99994941,0.269228823,8.75E-05,39,39.28322747,1.007262243,0.000490922,18,963.317166,53.51762034,0.012038557,70,92.47411836,1.321058834,0.001155647,113,52.21990004,0.462123009,0.000652591,43,4.390942025,0.102114931,5.49E-05,42,760.4141289,18.10509831,0.009502881,129,322.6492655,2.501157097,1,286,29.13738068,0.101878953,1
20,Ceredigion,Wales,Rural,GB-CGN,0,:,,-74.89247312,0.131419534,-28.25806452,0.449106264,-33.40860215,0.173122258,-53.83516484,0.226757261,-56.69892473,0.235325714,,,413,479.8897718,1.161960707,0.002555464,362,196.626055,0.543165898,0.001047055,98,377.4443209,3.851472662,0.002009931,9,4.424057335,0.491561926,2.36E-05,9,2.69909118,0.29989902,1.44E-05,66,22.7243438,0.344308239,0.00012101,7,237.3490303,33.90700433,0.001263909,22,41.37456192,1.880661906,0.000220324,151,58.3027893,0.386111187,0.000310469,13,1.841033357,0.141617951,9.80E-06,18,9.490445364,0.527246965,5.05E-05,47,94.18060413,2.003842641,1,71,7.503815105,0.105687537,1
21,Cheshire East,England,Urban,GB-CHE,0,33.8,24524,-67.07526882,0.222941721,9.784946237,1.150935514,-24.69892473,0.269911372,-59.53763441,0.34509564,-55.58064516,0.300304378,21.17204301,-0.105428068,923,2840.729278,3.077713193,0.024511062,689,1479.767075,2.147702576,0.012768081,395,1696.614367,4.295226244,0.014639135,63,44.40467048,0.704836039,0.000383143,74,16.4230186,0.221932684,0.000141705,33,59.48067603,1.802444728,0.000513225,33,1178.345595,35.70744228,0.010167284,85,157.526306,1.853250659,0.001359206,134,54.80180637,0.408968704,0.000472854,42,8.667282805,0.206363876,7.48E-05,79,963.456157,12.19564756,0.008313124,161,335.652164,2.084796049,1,219,21.97160118,0.100326946,1
22,Cheshire West and Chester,England,Urban,GB-CHW,0,29.2,21818,-72.47311828,0.260869565,5.23655914,1.06518755,-24.52688172,0.288845454,-59.5483871,0.297708215,-56.87096774,0.277759542,21.11827957,-0.10421951,896,3148.286401,3.513712501,0.035311007,670,1761.766528,2.629502281,0.019759876,364,1652.664088,4.540285956,0.018536189,52,42.15453244,0.810664085,0.000472803,66,14.095642,0.213570333,0.000158096,23,41.75094995,1.815258694,0.000468276,28,1072.457553,38.30205547,0.012028625,94,291.0706804,3.0964966,0.003264633,115,55.21785165,0.480155232,0.00061932,38,8.895996695,0.234105176,9.98E-05,106,1329.383548,12.54135422,0.014910293,138,266.1442158,1.928581274,1,236,27.1154307,0.114895893,1
23,Clackmannanshire,Scotland,Rural,GB-CLK,0,,18751,-63.04081633,0.272362157,,,-18.58064516,0.201486079,-50.1,0.169985076,-54.38709677,0.27016502,,,163,452.4368606,2.775686261,0.026690558,135,192.2407357,1.42400545,0.011340836,51,305.0478089,5.981329587,0.017995652,4,3.424446105,0.856111526,0.000202018,13,3.833604835,0.29489268,0.000226155,7,13.87863032,1.982661474,0.000818741,7,246.6122444,35.23032063,0.014548369,8,9.750275565,1.218784446,0.000575197,13,5.83545752,0.448881348,0.00034425,0,0,,0,14,118.4157114,8.4582651,0.006985685,23,44.85168409,1.950073221,1,74,5.834806305,0.078848734,1
24,Conwy Principal Area,Wales,Rural,GB-CWY,0,17.7,17572,-68.56989247,0.180567575,-27.37634409,0.294127301,-25.64516129,0.212064695,-46.31182796,0.300528185,-54.78494624,0.240622482,19.47368421,-0.055093734,473,714.1631363,1.509858639,0.00648656,378,331.1110517,0.875955163,0.003007397,165,501.3436355,3.038446276,0.004553575,11,5.34475238,0.48588658,4.85E-05,23,5.18811482,0.22557021,4.71E-05,39,19.36852485,0.496628842,0.000175919,11,310.6455213,28.24050194,0.002821513,51,65.75182587,1.289251488,0.000597207,88,31.22203116,0.354795809,0.000283582,10,1.46662255,0.146662255,1.33E-05,25,140.6672385,5.626689542,0.001277644,70,118.291551,1.689879299,1,145,16.2169538,0.111841061,1
25,Cornwall,England,Rural,GB-CON,0,5.8,18568,-65.02150538,0.359285011,0.483870968,0.935543553,-29.31182796,0.302497687,-39.41935484,0.481498612,-52.91397849,0.321909224,17.52688172,-0.112216884,1953,3760.989413,1.925749828,0.010490331,1640,1938.539185,1.182036088,0.005407066,662,2368.162447,3.577284663,0.006605392,148,96.5526223,0.652382583,0.000269309,54,13.58334704,0.251543464,3.79E-05,182,116.1058063,0.637943991,0.000323848,49,1528.016388,31.18400792,0.004262016,155,270.1720933,1.743045763,0.000753577,344,145.902691,0.42413573,0.000406959,55,10.67840004,0.194152728,2.98E-05,113,986.4307084,8.729475295,0.0027514,349,545.7122185,1.563645325,1,504,47.83513841,0.094910989,1
26,County Durham,England,Rural,GB-DUR,0,43.7,16542,-63.04301075,0.260213064,14.25806452,1.003416789,-21.02150538,0.252111247,-43.12903226,0.372668676,-53.35483871,0.289427352,19.05376344,-0.096923398,1610,3307.237783,2.054184958,0.015295171,1381,2059.684087,1.491443944,0.009525538,492,1772.678027,3.60300412,0.008198205,385,435.6440892,1.131543089,0.002014748,53,15.63947432,0.295084421,7.23E-05,94,154.7894432,1.646696204,0.000715864,24,1009.037213,42.04321723,0.004666552,126,219.3381459,1.740778935,0.001014386,196,125.2618403,0.639091022,0.000579306,26,3.538862091,0.13611008,1.64E-05,106,780.2235265,7.360599306,0.003608344,263,525.1243311,1.996670461,1,337,38.6408565,0.114661295,1
27,Cumbria,England,Rural,GB-CMA,0,20.5,20416,-65.75268817,0.301498016,-10.62365591,0.849735908,-25.70967742,0.322237474,-51.12903226,0.377711796,-56,0.312882337,19.20430108,-0.108233117,1914,5807.97895,3.034471761,0.008599807,1570,4071.53955,2.593337293,0.006028681,658,2351.862995,3.574259871,0.003482376,268,163.8675056,0.611445916,0.000242637,95,21.82647796,0.2297524,3.23E-05,97,174.2775921,1.796676208,0.000258051,42,1427.007179,33.9763614,0.002112953,149,280.5346185,1.882782675,0.000415384,352,160.7227621,0.456598756,0.00023798,58,7.071124405,0.121915938,1.05E-05,124,2912.691764,23.48944971,0.004312789,314,615.4235959,1.959947758,1,415,44.55633039,0.107364652,1
28,Darlington,England,Urban,GB-DAL,0,26.2,17140,-65.66666667,0.302631972,-25.26315789,0.407122032,-25.37634409,0.283101071,-60.13978495,0.247321775,-51.53763441,0.290262899,21.03174603,-0.094150902,185,682.4561893,3.688952374,0.033408073,145,239.0387237,1.648542922,0.011701591,67,517.4011362,7.722405018,0.025328183,32,29.76018321,0.930005725,0.001456841,7,1.689073555,0.241296222,8.27E-05,6,28.80058626,4.80009771,0.001409866,8,343.0603491,42.88254363,0.01679373,24,98.55319107,4.106382961,0.004824445,26,10.59359191,0.407445843,0.000518585,1,0.114851875,0.114851875,5.62E-06,15,91.83047789,6.12203186,0.00449535,27,73.98367066,2.74013595,1,39,4.070213765,0.104364456,1
29,Denbighshire,Wales,Rural,GB-DEN,0,38.4,,-62.5483871,0.231386709,-18.98913043,0.360562279,-21.97849462,0.224582973,-45.16129032,0.306526215,-51.49462366,0.268210438,17.05555556,0.024488316,369,1045.805269,2.83416062,0.012148878,299,758.6026335,2.537132553,0.008812511,128,384.4868874,3.003803808,0.004466495,11,4.63109815,0.421008923,5.38E-05,22,4.736966315,0.215316651,5.50E-05,32,18.76075068,0.586273459,0.000217939,11,240.6602953,21.87820867,0.002795695,28,40.34517949,1.440899268,0.000468681,75,27.25756889,0.363434252,0.000316645,9,1.460194265,0.162243807,1.70E-05,19,600.7846997,31.62024735,0.006979177,58,97.284252,1.67731469,1,104,9.884264085,0.095041001,1
30,Derby,England,Urban,GB-DER,0,25.6,15964,-67.65591398,0.233803826,14.93243243,0.546226711,-21.80645161,0.24969413,-71.32258065,0.191056668,-54.13978495,0.318999731,20.18888889,-0.128071492,329,909.0294435,2.763007427,0.122108744,233,626.7564058,2.689941656,0.084191373,143,492.0128396,3.440649228,0.066091445,31,62.33336658,2.010753761,0.00837316,17,6.15274819,0.361926364,0.000826491,5,36.98910957,7.397821914,0.004968699,4,137.8626408,34.4656602,0.018518909,56,135.5176306,2.419957689,0.018203907,38,15.37007304,0.404475606,0.002064642,19,2.740018085,0.144211478,0.000368063,26,293.2214779,11.27774915,0.03938806,47,209.7398019,4.462548977,1,86,9.10257682,0.105843917,1
31,Derbyshire,England,Rural,GB-DBY,0,25,16731,-68.5483871,0.24400943,25.77419355,1.290591149,-20.4516129,0.248992868,-41.93548387,0.465175614,-53.01075269,0.312613769,20.15053763,-0.109650563,2484,5516.439838,2.220788985,0.021802244,2055,3491.882301,1.699212798,0.013800725,925,3016.893806,3.261506818,0.011923461,285,261.3767974,0.91711157,0.001033021,115,26.63885675,0.231642233,0.000105283,92,114.9922419,1.249915673,0.000454476,45,1641.104974,36.46899943,0.006486026,214,348.9540624,1.63062646,0.001379147,327,156.5663594,0.478796206,0.000618786,55,7.859643425,0.142902608,3.11E-05,165,1903.716789,11.53767751,0.007523928,496,992.3362695,2.000677963,1,690,62.89384382,0.091150498,1
