,Reigion Name,Country,Urbanisation,iso_3166_2_code,Reigion Area (ha),"COVID-19 Death Rate April-May (per 100,000)",Gross Income Per Head (2018 pounds),Mobility Retail & Recreation Average Post Lockdown (% from baseline),Mobility Retail & Recreation Rate of Change Post Lockdown (% from baseline per day),Mobility Parks Average Post lockdown (% from baseline),Mobility Park Rate of Change Post lockdown  (% from baseline per day),Mobility Grocery & Pharmacy Average Post Lockdown (% from baseline),Mobility Grocery & Pharmacy Rate of Change Post Lockdown (% from baseline per day),Mobility Transit Stations Average Post lockdown (% from baseline),Mobility Transit Station Rate of Change Post lockdown  (% from baseline per day),Mobility Workplaces Average Post lockdown (% from baseline),Mobility Workplaces Rate of Change Post lockdown  (% from baseline per day),Mobility Residential Average Post Lockdown (% from Baseline),Mobility Residential Rate of Change Post Lockdown (% from Baseline),Greenspace Number,Greenspace Area (ha),Greenspace Average Area (ha),Greenspace Fraction,Greenspace (non-sport) Number,Greenspace (non-sport) Area (ha),Greenspace (non-sport) Average Area (ha),Greenspace (non-sport) Fraction,Greenspace (sport) Number,Greenspace (sport) Area (ha),Greenspace (sport) Average Area (ha),Greenspace (sport) Fraction,Alloments Number,Alloments Area (ha),Alloments Average Area (ha),Alloments Fraction,Bowling Number,Bowling Area (ha),Bowling Average Area (ha),Bowling Fraction,Cemetery Number,Cemetery Area (ha),Cemetery Average Area (ha),Cemetery Fraction,Golf Course Number,Golf Course Area (ha),Golf Course Average Aera,Golf Course Fraction,Other Sport Number,Other Sport Area (ha),Other Sport Average Area (ha),Other Sport Fraction,Religious Grounds Number,Religious Grounds Area (ha),Religious Grounds Average Area (ha),Religious Grounds Fraction,Tennis Court Number,Tennis Court Area (ha),Tennis Court Average Area (ha),Tennis Court Fraction,Public Park or Garden Number,Public Park or Garden Area (ha),Public Park or Garden Average Area (ha),Public Park or Garden Fraction,Playing Field Number,Playing Field Area (ha),Playing Field Average Area (ha),Playing Field Fraction,Play Space Number,Play Space Area (ha),Play Space Average Aera,Play Space Fraction
32,Devon,England,Rural,GB-DEV,0,3.3,19588,-69.11827957,0.295470144,8.172043011,1.076915043,-25.98924731,0.310718868,-49.87096774,0.402285817,-53.50537634,0.309331264,18.87096774,-0.113171794,3001,5903.339364,1.96712408,0.008859119,2504,3199.728583,1.277846878,0.00480182,983,3627.380403,3.690112313,0.005443596,254,187.0781058,0.736527976,0.000280747,77,20.9616666,0.272229436,3.15E-05,157,128.8376087,0.820621711,0.000193346,57,2317.958857,40.66594487,0.003478552,224,345.9071535,1.544228364,0.000519102,618,231.9618924,0.375342868,0.000348104,139,18.78310358,0.135130242,2.82E-05,167,1653.920825,9.903717514,0.002482033,486,923.7696222,1.90076054,1,822,74.1605293,0.090219622,1
33,Dorset,England,Rural,GB-DOR,0,6.2,21417,-68.62365591,0.295141894,31.77419355,1.688758915,-23.46236559,0.313165826,-45.06451613,0.443481245,-55.19354839,0.305317657,19.50537634,-0.12028886,1458,3833.642131,2.629384178,0.015046981,1242,2430.570004,1.956980679,0.009539947,442,1849.696073,4.184832744,0.007260026,154,94.8434036,0.615866257,0.000372259,26,6.423718565,0.247066099,2.52E-05,101,94.4626057,0.935273324,0.000370764,33,1126.782828,34.1449342,0.004422604,104,263.4380091,2.53305778,0.00103399,327,96.70725377,0.295740837,0.000379574,53,6.427571655,0.121274937,2.52E-05,92,1665.404536,18.10222322,0.006536685,226,446.623945,1.976212146,1,342,32.52825941,0.09511187,1
34,Dumfries and Galloway,Scotland,Rural,GB-DGY,0,,18482,-63.8172043,0.223449017,-20.82795699,0.509996717,-22.3655914,0.213571663,-53.43010753,0.292456208,-48.76344086,0.249216675,17.81818182,-0.071176114,869,1679.356966,1.932516647,0.002586783,712,579.1427921,0.813402798,0.000892078,268,1353.901629,5.051871749,0.002085471,11,5.050047055,0.459095187,7.78E-06,49,12.69867236,0.259156579,1.96E-05,118,75.49075644,0.639752173,0.000116282,33,1002.07207,30.3658203,0.001543533,60,83.61117323,1.393519554,0.00012879,100,50.77468711,0.507746871,7.82E-05,15,1.83225868,0.122150579,2.82E-06,96,165.8512753,1.727617451,0.000255468,111,253.6874547,2.285472565,1,276,28.28857148,0.102494824,1
35,Dundee City Council,Scotland,Urban,GB-DND,0,,18103,-68.30107527,0.228223568,1.936507937,0.258287773,-28.10752688,0.241114858,-59.88172043,0.179388857,-58.12903226,0.241980245,21.07246377,-0.096043554,329,928.1624609,2.821162495,0.11050072,233,563.8239741,2.419845382,0.067125054,128,476.910642,3.725864391,0.056777743,14,14.61099581,1.043642558,0.001739486,23,6.53923689,0.284314647,0.000778517,17,68.02224922,4.001308778,0.008098267,6,283.1682985,47.19471641,0.033712095,49,71.48305769,1.458837912,0.008510287,35,11.80736349,0.337353242,0.001405705,18,3.147893765,0.174882987,0.000374767,37,346.5658937,9.366645776,0.041259782,32,112.5721552,3.517879849,1,98,10.24531668,0.104544048,1
36,East Ayrshire Council,Scotland,Rural,GB-EAY,0,,,-61.55913978,0.323311748,,,-19.25806452,0.202426069,-51.16129032,0.192145863,-53.1827957,0.25849721,21.10769231,-0.077396485,385,773.7480349,2.009735156,0.006130805,295,406.5801042,1.378237641,0.003221544,142,488.7380994,3.441817602,0.003872524,5,2.620850135,0.524170027,2.08E-05,36,13.24131477,0.367814299,0.000104918,29,48.93813648,1.687521948,0.000387762,9,284.4381777,31.60424197,0.00225375,42,69.00482916,1.642972123,0.000546761,33,11.16406228,0.338304918,8.85E-05,3,0.483609045,0.161203015,3.83E-06,38,212.1845505,5.58380396,0.001681248,52,121.5701687,2.33788786,1,138,10.10233608,0.073205334,1
37,East Dunbartonshire Council,Scotland,Rural,GB-EDU,0,,,-56.98924731,0.335710662,,,-10.58064516,0.331592611,-54.93478261,0.396544161,-61.46236559,0.270821521,20.66666667,0.02879861,263,988.1513299,3.757229391,0.055096751,200,218.0368403,1.090184201,0.012157168,94,847.6185219,9.017218319,0.047261007,2,0.94469408,0.47234704,5.27E-05,16,5.426201325,0.339137583,0.000302551,9,28.61630476,3.179589417,0.001595571,19,713.5659087,37.55610046,0.039786581,19,50.30009202,2.647373264,0.002804602,25,8.494055642,0.339762226,0.000473606,9,0.822287555,0.091365284,4.58E-05,22,92.90073515,4.222760689,0.005179904,31,77.50403238,2.500130077,1,111,9.57701829,0.086279444,1
38,East Lothian Council,Scotland,Rural,GB-ELN,0,,21864,-66.47727273,0.269641816,-15.57777778,0.636180126,-18.74193548,0.241741518,-41.41935484,0.387559309,-58.93548387,0.252081406,20.83333333,0.025166357,450,2069.934695,4.599854878,0.0296727,351,751.5774927,2.141246418,0.010773931,147,1410.913249,9.59804931,0.020225568,6,2.718536525,0.453089421,3.90E-05,31,8.85578834,0.285670592,0.000126949,16,10.80695947,0.675434967,0.000154919,20,1264.421712,63.22108562,0.018125599,39,43.55111694,1.116695306,0.000624309,40,27.00866964,0.675216741,0.000387172,9,1.52858459,0.169842732,2.19E-05,25,605.6801308,24.22720523,0.008682479,48,92.55604635,1.928250966,1,216,12.80714995,0.059292361,1
39,East Renfrewshire Council,Scotland,Rural,GB-ERW,0,,19730,-48.9,0.346266593,-53.7826087,0.136348397,-11.67741935,0.194548059,-55.40963855,0.162704464,-62.89247312,0.278266838,19,0.256756757,209,761.5715912,3.643883212,0.04382757,149,374.1542265,2.511102191,0.021532146,82,444.8622597,5.425149508,0.025601312,2,1.02838655,0.514193275,5.92E-05,12,3.709979911,0.309164993,0.000213505,4,9.383799141,2.345949785,0.000540027,10,354.596856,35.4596856,0.020406642,31,27.74399053,0.894967436,0.001596635,18,7.535570769,0.41864282,0.000433663,7,1.36653827,0.195219753,7.86E-05,13,293.808015,22.60061654,0.016908314,22,57.44489494,2.611131588,1,90,4.95356009,0.055039557,1
40,East Riding of Yorkshire,England,Rural,GB-ERY,0,25.2,20350,-65.24731183,0.27677479,11.47311828,1.238876787,-20.17204301,0.280803318,-31.46236559,0.348452747,-51.2688172,0.313688043,18.86021505,-0.103801737,1055,2634.581397,2.497233551,0.010666891,848,1227.574485,1.447611421,0.004970203,349,1774.866869,5.085578421,0.00718608,104,108.050567,1.03894776,0.000437475,57,15.524186,0.27235414,6.29E-05,70,66.56542091,0.950934584,0.00026951,25,1248.053329,49.92213315,0.005053118,69,134.3049476,1.946448516,0.000543774,207,84.54571605,0.408433411,0.000342309,56,9.124449098,0.162936591,3.69E-05,79,570.8668137,7.226162199,0.002311325,142,367.8599574,2.59056308,1,246,29.68600999,0.120674837,1
41,East Sussex,England,Rural,GB-ESX,0,14.5,26295,-66.06451613,0.298692966,26.20430108,1.348273701,-21.83870968,0.268941542,-48,0.371460118,-54.06451613,0.317298797,19.10752688,-0.113753693,1391,3934.240987,2.828354412,0.022778039,1083,1980.301395,1.828533144,0.011465333,531,2510.080427,4.727081783,0.01453259,133,107.157757,0.805697421,0.00062041,60,19.16638019,0.31943967,0.000110967,45,85.87126505,1.908250334,0.000497168,30,1762.779066,58.7593022,0.010205946,133,160.5486519,1.207132721,0.000929527,227,93.5408231,0.412074111,0.000541572,85,11.44549365,0.134652866,6.63E-05,108,1099.381452,10.17945789,0.006365079,223,556.1408348,2.493905089,1,347,38.2092638,0.110113152,1
42,Edinburgh,Scotland,Urban,GB-EDH,0,,23374,-78.68817204,0.134343947,-13.46236559,0.772776103,-31.10752688,0.179359016,-79.1827957,0.12121393,-70.86021505,0.195368685,26.04301075,-0.084211155,792,2920.035223,3.686913161,0.112655084,556,1662.586425,2.990263355,0.064142656,307,1478.249553,4.815145122,0.057030931,41,32.00983798,0.780727756,0.001234941,69,20.09531501,0.291236449,0.000775278,36,94.76603232,2.632389787,0.003656078,31,1073.465211,34.62791003,0.041414334,92,158.0525912,1.717962948,0.006097676,79,27.36687675,0.346416161,0.001055815,44,5.835680543,0.132629103,0.000225141,90,1271.827981,14.13142202,0.049067178,71,220.8007547,3.109869785,1,239,15.81494221,0.066171306,1
43,Essex,England,Rural,GB-ESS,0,18.1,22366,-64.19354839,0.285667393,17.27956989,1.116603503,-24.20430108,0.285204858,-69.41935484,0.243278327,-55.39784946,0.329548506,21.60215054,-0.124138343,3293,10246.17544,3.111501804,0.029756426,2686,6291.354806,2.342276547,0.018271035,1168,5579.642424,4.777091116,0.016204116,345,281.4057112,0.815668728,0.000817244,92,31.68062272,0.344354595,9.20E-05,126,214.6286322,1.703401843,0.000623314,78,3204.142682,41.07875233,0.00930531,249,693.4370809,2.784887875,0.002013845,543,266.789623,0.491325273,0.000774797,188,25.56024699,0.135958761,7.42E-05,231,3811.801489,16.50130515,0.011070042,561,1624.821791,2.896295528,1,880,91.90755949,0.104440409,1
44,Falkirk,Scotland,Rural,GB-FAL,0,,18369,-63.31182796,0.270075498,-10.66666667,0.513495526,-22.43010753,0.154098654,-53.96774194,0.163453791,-54.33333333,0.266867596,22.71830986,-0.103850996,433,1129.865095,2.609388209,0.036795583,362,742.0993133,2.049998103,0.024167467,131,524.3242632,4.002475292,0.017075328,4,3.80440967,0.951102418,0.000123896,25,7.376982275,0.295079291,0.000240241,18,50.15478323,2.786376846,0.001633358,11,333.4361842,30.31238038,0.0108588,33,46.57789149,1.411451257,0.001516872,30,13.21103023,0.440367674,0.000430235,2,0.37472329,0.187361645,1.22E-05,53,526.6676495,9.937125461,0.017151643,60,136.558482,2.2759747,1,197,11.70295875,0.059405882,1
45,Fife,Scotland,Rural,GB-FIF,0,,18751,-65,0.226806123,6.698924731,0.880576527,-18.77419355,0.193503626,-49.8172043,0.248724299,-54.93548387,0.254826773,19.61290323,-0.084047029,1272,4058.310282,3.190495505,0.030704257,1017,1753.798314,1.724482118,0.013268841,415,2705.909259,6.520263274,0.020472297,27,14.85008864,0.550003283,0.000112352,77,22.89409565,0.297325918,0.000173212,75,93.458989,1.246119853,0.00070709,53,2118.861654,39.97852177,0.016030828,105,160.4301204,1.527905908,0.001213778,105,36.47156958,0.347348282,0.000275936,20,2.326098475,0.116304924,1.76E-05,79,1144.17695,14.48325253,0.008656584,160,401.3972906,2.508733066,1,571,63.4434262,0.111109328,1
46,Flintshire,Wales,Rural,GB-FLN,0,29,,-62.39784946,0.194324252,-17.28333333,0.396085388,-25.17204301,0.167139148,-40.5483871,0.275103697,-53.75268817,0.254304557,22.08955224,-0.092460508,496,1141.952149,2.302322882,0.026828076,396,704.9022667,1.780056229,0.016560389,182,573.4781873,3.150979051,0.013472821,14,4.89312419,0.349508871,0.000114955,32,6.63016367,0.207192615,0.000155764,26,28.74691787,1.105650687,0.000675356,12,366.1457314,30.51214428,0.008601924,46,62.85689589,1.366454259,0.001476708,60,27.42677481,0.457112914,0.000644342,10,1.417091655,0.141709165,3.33E-05,27,478.7177257,17.73028614,0.011246597,82,136.4283046,1.663759813,1,187,28.68941945,0.153419355,1
47,Glasgow City,Scotland,Urban,GB-GLG,0,,17145,-73.82795699,0.179523142,-9.655913978,0.8576736,-27.95698925,0.196607084,-77.60215054,0.145713348,-62.74193548,0.247873832,22.5483871,-0.09760974,1056,2577.640889,2.440947811,0.147529756,755,1864.524734,2.469569184,0.106714974,404,968.4448397,2.397140692,0.055428369,36,36.09451602,1.002625445,0.002065848,78,40.57431855,0.520183571,0.002322247,23,239.5347865,10.41455593,0.013709632,17,390.9612341,22.99771965,0.022376436,176,277.5885307,1.577207561,0.015887616,123,41.81523629,0.339961271,0.00239327,30,3.992071725,0.133069057,0.000228484,93,1268.756904,13.64254735,0.072616553,103,255.3286847,2.478919269,1,377,22.9946064,0.060993651,1
48,Gloucestershire,England,Rural,GB-GLS,0,15.8,22553,-70.48387097,0.266569186,7.47311828,0.946554863,-26.94623656,0.25881054,-48.84946237,0.467786697,-54.25806452,0.312479484,21.08602151,-0.111724508,1953,4538.685954,2.323955942,0.016402143,1643,2710.374559,1.649649762,0.009794895,669,2669.498428,3.990281657,0.009647175,182,163.787084,0.899929033,0.000591902,36,11.10386847,0.308440791,4.01E-05,88,104.504497,1.187551102,0.000377664,30,1313.056479,43.7685493,0.004745193,163,492.0293391,3.018584902,0.001778122,420,160.1044665,0.381201111,0.000578594,81,12.12170938,0.149650733,4.38E-05,118,1393.534397,11.80961353,0.005036028,359,841.1870325,2.343139366,1,476,47.25708157,0.099279583,1
49,Greater London,England,Urban,,0,15.7,29362,-74.87096774,0.209975829,7.946236559,1.002297753,-27.92473118,0.234818418,-71.56989247,0.20873743,-63.92473118,0.291068604,26.4516129,-0.133538241,9995,25500.87857,2.551363539,0.158268764,6985,17865.27844,2.557663341,0.110879142,3758,10893.44804,2.898735509,0.067609143,771,972.2384225,1.261009627,0.006034105,299,92.95152171,0.310874655,0.000576895,212,1250.379208,5.898015131,0.007760359,127,4580.963008,36.07057486,0.028431309,1570,2777.933054,1.769384111,0.017240976,786,282.7239941,0.359699738,0.001754699,1014,183.7525474,0.18121553,0.001140443,1198,11822.65254,9.868658214,0.073376162,748,3257.847911,4.355411646,1,3270,279.4363644,0.085454546,1
50,Greater Manchester,England,Urban,,0,29.9,17511,-67.44086022,0.244427203,5.419354839,0.792456208,-25.62365591,0.219092238,-68.31182796,0.212273582,-55.51612903,0.285712154,21.08602151,-0.109053744,4459,11292.86548,2.532600467,0.088503389,3152,7039.109554,2.233220036,0.055166251,2010,6098.257638,3.033959024,0.047792694,375,295.1990565,0.787197484,0.002313506,424,118.4035522,0.279253661,0.000927941,115,560.5877616,4.874676188,0.004393386,101,3128.992677,30.98012551,0.024522249,608,978.4286699,1.609257681,0.00766805,635,271.514655,0.427582134,0.002127889,174,27.93102714,0.160523144,0.000218898,367,3967.861305,10.81161119,0.031096552,703,1844.501712,2.623757769,1,957,99.44506447,0.103913338,1
51,Gwynedd,Wales,Rural,GB-GWN,0,14,16249,-70.10752688,0.175927307,-38.41935484,0.142102593,-34.62365591,0.208483781,-47.3655914,0.250514756,-54.79569892,0.238175524,18,0.016266295,722,1591.8562,2.20478698,0.00629104,599,906.0921915,1.512674777,0.00358089,234,834.3024027,3.565394883,0.003297176,17,8.457955465,0.497526792,3.34E-05,16,3.297868395,0.206116775,1.30E-05,94,49.28737976,0.524333827,0.000194784,22,572.9639581,26.04381628,0.002264362,67,107.9564693,1.611290587,0.000426646,139,47.4813699,0.341592589,0.000187647,18,1.54571254,0.085872919,6.11E-06,36,632.9497478,17.58193744,0.002501427,111,148.5383944,1.338183733,1,202,19.37734424,0.095927447,1
52,Hampshire,England,Rural,GB-HAM,0,15.3,21117,-68.15053763,0.252752827,24.79569892,1.292023515,-23.74193548,0.243024678,-55.93548387,0.402241055,-55.8172043,0.318701322,21.84946237,-0.116737788,3439,11324.00061,3.292817856,0.030672225,2813,7301.173687,2.595511442,0.019775983,1147,5440.610546,4.743339621,0.014736455,286,244.2668864,0.854080022,0.000661622,82,25.52596799,0.311292293,6.91E-05,141,185.706083,1.317064419,0.000503004,81,3301.999435,40.76542513,0.008943806,271,659.3708526,2.433102777,0.001785974,481,225.086225,0.46795473,0.000609669,192,35.93066448,0.187138878,9.73E-05,282,5141.386953,18.23186863,0.013925977,521,1417.783626,2.721273753,1,1102,86.94391401,0.078896474,1
53,Hartlepool,England,Urban,GB-HPL,0,39,17243,-66.04301075,0.284816926,-49.77777778,1.304896142,-21.05376344,0.288338158,-40.66666667,0.399271881,-47.74193548,0.341753454,16.25806452,-0.035851793,148,502.2382754,3.393501861,0.045974817,115,293.7903281,2.554698505,0.026893523,52,263.6172194,5.069561912,0.024131481,19,40.37171924,2.124827329,0.003695621,11,3.03363592,0.275785084,0.000277699,6,42.13288526,7.022147544,0.003856838,3,173.7780443,57.92601477,0.015907616,15,30.57641539,2.038427693,0.002798961,23,7.7409027,0.336560987,0.000708601,4,1.059851675,0.264962919,9.70E-05,18,142.490487,7.916138166,0.013043558,19,55.16927214,2.903645902,1,30,5.885061795,0.196168727,1
54,Herefordshire,England,Rural,GB-HEF,0,17.8,,-66.97849462,0.245978932,9.978494624,0.81832831,-27.30107527,0.270672317,-35.44086022,0.594655486,-45.89247312,0.293634926,19.77142857,-0.108488837,763,1631.168976,2.137836142,0.007466222,661,842.6372222,1.274791562,0.003856937,207,979.065142,4.729783294,0.004481398,26,23.15693546,0.890651364,0.000105994,17,4.548162635,0.267538979,2.08E-05,43,28.5661672,0.66432947,0.000130754,16,582.6158005,36.41348753,0.002666762,51,198.9175388,3.900343898,0.00091049,268,108.2587727,0.403950644,0.000495524,18,2.450251955,0.136125109,1.12E-05,59,476.3084583,8.073024716,0.002180169,105,190.533388,1.814603695,1,160,15.81350057,0.098834379,1
55,Hertfordshire,England,Rural,GB-HRT,0,17.8,27072,-66.89247312,0.267166005,23.52688172,1.093014234,-26.4516129,0.236981887,-64.92473118,0.289457193,-58.72043011,0.316090239,23.95698925,-0.119184745,2723,8989.41827,3.301292057,0.053424582,2116,4889.490413,2.310723258,0.029058497,1028,5279.220731,5.135428727,0.031374684,296,283.4849829,0.957719537,0.001684766,75,21.38337571,0.285111676,0.000127083,77,181.7556584,2.360463097,0.001080183,72,3403.929488,47.27679844,0.020229731,275,642.0986956,2.334904348,0.003816026,312,141.9457841,0.454954436,0.000843591,185,32.51629785,0.175763772,0.000193246,267,3022.500684,11.32022728,0.017962879,421,1179.292874,2.801170723,1,743,80.51042981,0.108358587,1
56,Highland Council,Scotland,Rural,GB-HLD,0,,19341,-69.02150538,0.207394587,-23.94623656,0.492599445,-30.29032258,0.172003223,-56.60215054,0.200217839,-56.15053763,0.234072394,19.19512195,-0.101757583,1455,3630.290014,2.495044683,0.00138426,1236,1408.782282,1.13979149,0.000537181,393,2503.103153,6.36921922,0.000954454,13,9.298227565,0.715248274,3.55E-06,39,10.44657946,0.267861012,3.98E-06,274,156.1153021,0.569763876,5.95E-05,49,1745.80891,35.62875327,0.000665692,113,462.7831821,4.09542639,0.000176463,226,70.99442021,0.314134603,2.71E-05,18,2.46906077,0.137170043,9.41E-07,120,849.7519179,7.081265982,0.000324018,174,281.5954209,1.618364488,1,429,41.0269932,0.095634017,1
57,Inverclyde,Scotland,Rural,GB-IVC,0,,19730,-67.61363636,0.273719319,-55.6,-0.292475533,-17.04301075,0.253513772,-49.79569892,0.298931694,-56.94623656,0.245367193,15,0.202702703,196,442.783417,2.259099066,0.026911422,144,161.7031588,1.122938603,0.009827969,67,302.3748531,4.51305751,0.018377692,2,1.183700875,0.591850438,7.19E-05,16,7.797869445,0.48736684,0.000473938,9,48.64717626,5.405241807,0.002956671,7,247.9298737,35.41855339,0.015068643,21,24.38203311,1.161049196,0.001481887,25,8.648185865,0.345927435,0.000525618,8,0.970481935,0.121310242,5.90E-05,18,77.54151133,4.307861741,0.004712806,15,21.29459491,1.41963966,1,75,4.387989555,0.058506527,1
58,Isle of Anglesey,Wales,Rural,GB-AGY,0,22.2,17613,-66,0.117066986,-20.48314607,0.280256067,-23.64516129,0.195980424,-43.22580645,0.29250097,-49.60215054,0.240100266,,,279,330.1862472,1.183463252,0.00483012,245,107.4902218,0.438735599,0.001572418,78,279.1401918,3.578720408,0.004083395,9,5.649742865,0.627749207,8.26E-05,9,1.546936695,0.171881855,2.26E-05,31,9.381384995,0.302625322,0.000137235,6,210.0320153,35.00533588,0.003072447,13,10.0765802,0.775121554,0.000147405,92,25.96294527,0.282205927,0.000379798,6,1.040493325,0.173415554,1.52E-05,11,4.94933232,0.449939302,7.24E-05,44,56.44416632,1.282821962,1,58,5.10264999,0.087976724,1
59,Isle of Wight,England,Rural,GB-IOW,0,17.6,18366,-65.98924731,0.380233356,10.17204301,1.141640058,-24.02150538,0.343976605,-51.96774194,0.438050192,-50.51612903,0.338754439,18.41269841,-0.093620717,390,799.1013672,2.048977865,0.020622148,328,501.0683864,1.52764752,0.012930908,127,442.8726526,3.487186241,0.01142907,32,20.55920364,0.642475114,0.000530565,13,4.162503065,0.320192543,0.00010742,32,42.41057813,1.325330567,0.001094476,10,236.8949608,23.68949608,0.006113471,26,55.55564214,2.136755467,0.001433706,71,61.34854548,0.864064021,0.001583202,13,1.419874825,0.10922114,3.66E-05,52,224.2652129,4.312792556,0.005787539,65,144.8396718,2.228302643,1,76,7.645174515,0.100594402,1
60,Kent,England,Rural,GB-KEN,0,20.2,21655,-66.47311828,0.271701829,19.3655914,1.173778759,-25.15053763,0.256423264,-51.49462366,0.351183194,-54,0.305019247,20.4516129,-0.113708931,3720,10709.60931,2.878927235,0.030368526,2998,6022.224351,2.008747282,0.017076821,1342,6183.456867,4.607642971,0.017534017,340,299.426596,0.880666459,0.000849064,115,37.10244111,0.322629923,0.000105209,153,259.2512633,1.694452701,0.000735142,81,3969.234173,49.00289102,0.011255293,331,654.2992433,1.976734874,0.001855353,522,255.8643914,0.490161669,0.000725538,195,26.74910452,0.137174895,7.59E-05,355,3622.469651,10.20413986,0.010271996,620,1496.071906,2.413019203,1,1008,89.14054363,0.088433079,1
61,Kingston upon Hull,England,Urban,GB-KHL,0,50.1,14032,-62.83870968,0.275073856,-2.090909091,0.819237473,-22.35483871,0.250395393,-54.47311828,0.284130584,-48.32258065,0.27801319,17.66666667,-0.11176927,342,652.6582402,1.908357427,0.083297409,244,473.4573415,1.940398941,0.060426373,142,398.4134032,2.805728192,0.050848671,24,52.8071423,2.200297596,0.006739665,16,6.16805793,0.385503621,0.000787216,12,58.88597405,4.907164504,0.007515494,4,64.36528017,16.09132004,0.008214806,57,104.9133693,1.840585426,0.013389874,40,9.36726061,0.234181515,0.001195524,21,3.754191215,0.17877101,0.00047914,17,120.1163902,7.065670012,0.015330204,44,219.2125046,4.982102378,1,107,13.06806977,0.122131493,1
62,Lancashire,England,Rural,GB-LAN,0,24.7,17620,-64.15053763,0.310838232,36.3655914,1.193130614,-21.37634409,0.259362597,-52.19354839,0.351257796,-50.94623656,0.296693623,19.32258065,-0.104786488,3042,6658.420573,2.188829906,0.022584694,2293,3963.271017,1.728421726,0.013443018,1207,3787.619346,3.138044197,0.012847225,284,225.6495669,0.794540728,0.000765381,270,61.99837184,0.229623599,0.000210292,109,214.7717746,1.970383253,0.000728484,75,2103.000917,28.04001222,0.007133168,314,513.6327572,1.635773112,0.001742191,441,222.1857244,0.503822504,0.000753632,90,16.51750976,0.183527886,5.60E-05,230,2135.494678,9.28475947,0.007243384,458,1092.46979,2.385305219,1,771,72.69948291,0.094292455,1
63,Leicester,England,Urban,GB-LCE,0,34.7,13269,-66.96774194,0.254975978,18.26086957,1.149686756,-25.09677419,0.230894333,-68.29032258,0.192354749,-51.22580645,0.308719525,18.90322581,-0.111993077,469,1057.989333,2.255840795,0.148009204,367,798.9279948,2.176915517,0.111767381,150,387.2577566,2.581718377,0.054176078,41,92.94072813,2.266847027,0.0130021,18,7.412259625,0.411792201,0.001036951,5,42.09705047,8.419410094,0.005889238,4,175.4270387,43.85675968,0.024541662,60,69.39134996,1.156522499,0.00970762,49,17.19131009,0.350843063,0.002405007,20,6.83068975,0.341534488,0.000955591,49,500.8667628,10.22177067,0.070069601,48,128.1964185,2.670758719,1,175,17.63572473,0.10077557,1
64,Leicestershire,England,Rural,GB-LEC,0,18.7,,-65.6344086,0.269583122,16.5483871,1.019680105,-22.25806452,0.247023365,-51.83870968,0.346378801,-54.53763441,0.318089583,21.2688172,-0.110724837,2038,4965.501012,2.436457807,0.023379859,1674,3104.117578,1.854311576,0.014615611,705,2724.557879,3.864621105,0.01282847,221,189.9321718,0.859421592,0.000894288,67,20.06416509,0.299465151,9.45E-05,115,128.1894475,1.114690848,0.000603575,32,1312.433088,41.01353401,0.006179538,182,517.3191112,2.842412699,0.002435776,323,128.5688537,0.398045987,0.000605361,83,11.56706922,0.13936228,5.45E-05,110,1723.007634,15.66370576,0.008112711,341,863.1744455,2.531303359,1,564,71.24502563,0.126320967,1
65,Lincolnshire,England,Rural,GB-LIN,0,8.5,18446,-64.68817204,0.273551968,-1.88172043,0.966697502,-20.86021505,0.286801349,-48.1827957,0.358255498,-48.07526882,0.279012861,17.35483871,-0.100653517,2606,5173.891553,1.985376651,0.008357215,2124,2665.417953,1.254904874,0.004305361,850,3342.872496,3.932791172,0.005399631,184,256.0659489,1.391662766,0.000413615,157,37.14027964,0.236562291,6.00E-05,167,222.1092519,1.32999552,0.000358766,57,2135.620948,37.46703418,0.003449598,168,318.9918546,1.898761039,0.000515257,652,263.7638101,0.404545721,0.000426049,100,16.72051748,0.167205175,2.70E-05,130,1020.675197,7.851347672,0.001648663,368,834.3988964,2.267388305,1,623,68.4048482,0.109799114,1
66,Luton,England,Urban,GB-LUT,0,27,16257,-61.98924731,0.29312763,-7,0.420333661,-15.66666667,0.271567545,-82.76344086,0.119572678,-50.03225806,0.339366178,20.62921348,-0.142561154,189,445.3949257,2.356586909,0.097177457,147,359.4546922,2.445270015,0.078426787,67,189.0715804,2.821963887,0.041252143,14,28.39000375,2.02785741,0.006194207,10,2.92468309,0.292468309,0.000638115,3,25.71915262,8.573050873,0.005611474,1,16.15687372,16.15687372,0.00352515,25,66.25623663,2.650249465,0.014455963,25,7.665784992,0.3066314,0.001672541,6,0.60244014,0.10040669,0.000131442,20,189.1259744,9.456298721,0.041264011,25,103.1313468,4.125253874,1,60,5.422429542,0.090373826,1
